z	 ra	 dec
 0.230641	 3.570599	 0.927411
 0.376964	 3.753605	 0.116829
 0.378311	 5.903943	 0.012601
 0.356754	 3.030294	 0.241762
 0.356676	 4.027637	 0.144845
 0.181205	 4.187192	 0.850158
 0.290368	 2.771241	 0.342109
 0.280853	 2.457343	 0.711305
 0.411559	 2.916769	 0.602589
 0.414510	 2.246555	 0.801572
 0.414279	 3.872068	 0.213437
 0.233455	 2.055593	 0.479307
 0.468649	 0.503197	 0.017167
 0.266806	 3.331794	 0.037159
 0.418346	 3.472319	 -0.010004
 0.412349	 3.308690	 1.134562
 0.445632	 4.040970	 0.896976
 0.325563	 2.660766	 0.730573
 0.337081	 6.011436	 -0.177509
 0.334865	 3.144481	 1.038563
 0.287976	 3.117246	 0.273190
 0.406581	 2.799166	 1.013338
 0.330747	 3.327417	 -0.027007
 0.349092	 2.929412	 1.058077
 0.201258	 3.721705	 0.270083
 0.177188	 3.965206	 0.040816
 0.276921	 3.139271	 0.183339
 0.331987	 3.030767	 0.431673
 0.387433	 2.162419	 0.465471
 0.171171	 3.023899	 0.781659
 0.270646	 2.163737	 0.291649
 0.433773	 2.827198	 0.393865
 0.435197	 4.325469	 0.828624
 0.365275	 2.779051	 1.059813
 0.351032	 3.313195	 0.393035
 0.423320	 3.211384	 1.002854
 0.231055	 3.080764	 0.496871
 0.356845	 2.274979	 0.423317
 0.397943	 3.661870	 0.842401
 0.166384	 3.652485	 -0.048559
 0.234648	 0.308621	 -0.164834
 0.363805	 2.264945	 1.026908
 0.363818	 3.278639	 0.008784
 0.365298	 3.481159	 0.389763
 0.405525	 3.529253	 1.160900
 0.394788	 3.740736	 1.132499
 0.340739	 0.047376	 0.010503
 0.329262	 3.767850	 1.113921
 0.346211	 4.300217	 0.350202
 0.305931	 2.229236	 0.123194
 0.344456	 4.274522	 0.374155
 0.363600	 3.871034	 0.468632
 0.363145	 3.333381	 0.495509
 0.378164	 3.727096	 0.494856
 0.179253	 2.767022	 0.418295
 0.375436	 4.150979	 0.637422
 0.279008	 3.744642	 0.330921
 0.282464	 4.142473	 0.629480
 0.196911	 3.823378	 0.654730
 0.417780	 0.588455	 -0.166487
 0.236853	 4.250383	 0.776427
 0.421702	 3.027092	 0.375873
 0.310501	 0.326527	 -0.002747
 0.197443	 2.549218	 0.434202
 0.368936	 2.413649	 0.375001
 0.181779	 3.648168	 0.707827
 0.307962	 3.360206	 0.580915
 0.340412	 3.845433	 0.063113
 0.203196	 5.929326	 -0.016214
 0.323708	 2.796949	 1.136625
 0.446418	 4.146075	 0.530464
 0.305832	 3.311492	 0.439910
 0.373817	 3.711698	 0.566948
 0.335736	 3.721771	 0.272951
 0.351471	 3.837205	 0.318562
 0.436323	 2.296338	 0.632616
 0.378368	 0.670098	 -0.014566
 0.209314	 5.684237	 0.210196
 0.206370	 3.054024	 0.154915
 0.296131	 2.579968	 0.170647
 0.378469	 3.395527	 0.734252
 0.327277	 4.417483	 0.516675
 0.294245	 2.565648	 0.546509
 0.384004	 2.321652	 0.203417
 0.327973	 3.552796	 0.212586
 0.206022	 4.198548	 0.348724
 0.293479	 3.106218	 -0.000318
 0.283769	 2.897886	 0.243642
 0.291602	 3.261185	 0.927725
 0.293915	 2.137376	 0.923390
 0.169514	 3.584375	 0.009574
 0.345689	 3.480527	 0.580493
 0.344219	 2.289180	 0.011226
 0.351653	 2.947471	 0.527182
 0.345934	 2.382805	 1.131269
 0.281931	 3.667863	 0.095147
 0.165576	 1.993930	 0.663516
 0.213763	 6.107862	 0.242977
 0.353873	 2.526756	 1.154578
 0.166570	 4.171793	 0.167960
 0.326480	 3.601800	 0.191235
 0.435418	 3.914205	 0.160697
 0.211963	 4.269472	 0.706269
 0.339172	 0.827990	 -0.139646
 0.341039	 3.251440	 0.640257
 0.339723	 3.631578	 0.006405
 0.384400	 3.637001	 0.348169
 0.209120	 3.424626	 0.869158
 0.206257	 3.581512	 0.319950
 0.379828	 2.576076	 0.097564
 0.376603	 0.573564	 0.235841
 0.382897	 2.786146	 0.200611
 0.359251	 2.228707	 0.485340
 0.369531	 2.528669	 0.421469
 0.290615	 3.571425	 1.057704
 0.345125	 3.243280	 0.308783
 0.463714	 3.999009	 0.205699
 0.374567	 1.954109	 0.753946
 0.377150	 2.836453	 -0.011506
 0.434517	 2.314253	 0.021315
 0.165046	 3.775212	 0.348171
 0.333763	 3.211913	 0.632516
 0.423220	 2.598677	 0.551151
 0.314384	 3.261157	 0.821213
 0.314575	 3.251760	 0.268312
 0.320284	 2.958557	 0.297025
 0.319389	 2.287705	 0.465711
 0.182202	 3.251348	 0.573409
 0.323609	 4.035861	 0.411379
 0.447002	 3.588964	 0.167187
 0.200763	 3.046563	 1.065981
 0.374134	 2.288801	 0.988927
 0.397620	 2.652347	 0.172187
 0.303041	 5.633280	 0.192781
 0.301296	 4.090046	 0.817603
 0.329759	 2.427469	 0.569579
 0.327363	 5.582537	 0.181050
 0.328648	 4.026146	 0.468840
 0.338414	 3.767278	 0.872014
 0.437827	 2.810795	 0.081258
 0.254069	 2.403135	 1.088062
 0.220609	 3.529372	 -0.004410
 0.441761	 3.806356	 0.465396
 0.166176	 3.735363	 0.423549
 0.338274	 3.744475	 1.119976
 0.341076	 2.837812	 0.160042
 0.345426	 3.313691	 0.652693
 0.385169	 3.153590	 1.008451
 0.434231	 3.059040	 0.848648
 0.402152	 4.517383	 1.010597
 0.338228	 2.225534	 0.248892
 0.223809	 2.448062	 0.211189
 0.270572	 2.212284	 0.323874
 0.318208	 2.888929	 0.750168
 0.320351	 2.731054	 -0.015574
 0.322040	 2.555176	 0.587002
 0.410957	 2.878056	 0.340890
 0.315451	 3.605154	 -0.048036
 0.319958	 2.082195	 0.316062
 0.318796	 2.193663	 0.524404
 0.315725	 4.464858	 0.424480
 0.317142	 4.054096	 0.988634
 0.210805	 5.502363	 -0.096407
 0.350177	 2.625374	 0.222185
 0.351411	 3.144571	 0.055913
 0.308558	 2.409182	 0.346435
 0.201800	 3.675247	 0.497723
 0.318122	 3.512819	 0.263106
 0.376680	 4.248461	 0.652751
 0.380569	 3.335553	 0.286714
 0.377418	 3.191867	 0.494854
 0.374130	 2.125002	 0.135002
 0.399464	 3.761265	 0.419508
 0.259994	 6.281594	 -0.156262
 0.262568	 3.884857	 1.076041
 0.291335	 2.874562	 0.847181
 0.261275	 2.164577	 0.055717
 0.385936	 2.901081	 0.642954
 0.260802	 4.365923	 0.733917
 0.266522	 2.327383	 0.963636
 0.366640	 2.600931	 0.730589
 0.276421	 3.891410	 0.083020
 0.261037	 3.482246	 0.995871
 0.368428	 3.535710	 0.060702
 0.237321	 4.171771	 0.446848
 0.177897	 3.447746	 0.247046
 0.236947	 3.513253	 0.797437
 0.295381	 3.447555	 0.691634
 0.247785	 2.936125	 0.829379
 0.299436	 2.793123	 0.651861
 0.450077	 0.434339	 -0.145364
 0.218571	 3.635291	 0.984080
 0.298362	 3.488200	 0.574038
 0.298973	 3.230341	 0.397740
 0.467156	 2.013444	 0.420125
 0.469468	 6.181679	 -0.154696
 0.467956	 3.949657	 0.880354
 0.435150	 6.025952	 -0.159443
 0.452503	 3.034761	 0.384023
 0.450021	 3.383758	 -0.008335
 0.469956	 2.202388	 0.890343
 0.447568	 2.946598	 0.392780
 0.177303	 2.415004	 0.866299
 0.222363	 3.109946	 0.366386
 0.282718	 3.245869	 -0.057829
 0.420988	 4.174256	 0.648917
 0.421135	 3.625865	 0.680760
 0.340891	 3.167934	 -0.052972
 0.355044	 2.354158	 0.579185
 0.340962	 2.444460	 0.929810
 0.246819	 0.500724	 -0.011420
 0.164916	 2.157050	 0.173839
 0.164783	 3.687783	 0.314288
 0.341218	 3.325834	 0.185571
 0.193813	 2.251332	 0.408476
 0.433810	 3.161952	 0.735957
 0.336828	 2.814146	 0.528947
 0.316742	 2.603981	 0.672608
 0.317266	 3.862427	 0.051420
 0.427831	 3.977890	 0.276482
 0.318616	 3.315229	 0.133075
 0.314143	 4.168655	 0.278795
 0.320659	 3.234050	 0.468559
 0.166246	 2.973566	 0.720595
 0.362663	 2.567031	 0.574770
 0.366889	 3.154360	 0.652227
 0.372004	 3.234750	 0.516066
 0.387767	 3.548815	 0.339137
 0.309653	 1.947291	 0.732411
 0.468215	 2.131788	 0.779371
 0.306016	 2.387531	 0.257646
 0.323789	 2.897695	 1.112882
 0.266722	 5.729718	 0.199529
 0.207750	 4.360611	 0.413752
 0.211704	 2.517956	 0.065146
 0.212136	 2.434460	 1.100750
 0.219447	 2.693464	 0.458830
 0.364346	 4.294689	 0.290130
 0.364300	 2.391966	 0.613272
 0.298772	 4.244231	 0.291497
 0.300623	 0.938339	 0.008431
 0.454966	 4.181108	 0.301096
 0.395380	 2.605326	 0.652715
 0.178089	 2.810686	 0.680610
 0.423940	 4.005580	 0.401275
 0.278683	 4.335921	 0.299959
 0.282302	 5.920197	 -0.159269
 0.178850	 4.549439	 1.084640
 0.250741	 2.598969	 0.981824
 0.274464	 4.530328	 0.931171
 0.365992	 3.895729	 0.788370
 0.166782	 3.724031	 -0.020691
 0.163333	 2.763867	 -0.000482
 0.340265	 2.781315	 0.292486
 0.445313	 3.194555	 0.814463
 0.298208	 3.356687	 0.763982
 0.198474	 4.477125	 0.381243
 0.302978	 3.715079	 0.353349
 0.300926	 4.424465	 0.381293
 0.298031	 3.335324	 0.490995
 0.438164	 3.781578	 0.356135
 0.257275	 3.220595	 0.836996
 0.312268	 5.984174	 0.260866
 0.320485	 4.073641	 0.480963
 0.397937	 2.936334	 0.614631
 0.320650	 2.419128	 0.249741
 0.382634	 3.847740	 0.523600
 0.202656	 2.785391	 0.800139
 0.206140	 1.974006	 0.797660
 0.392056	 2.810647	 0.726772
 0.311764	 3.056612	 0.507091
 0.310238	 3.559354	 0.915256
 0.401550	 3.361503	 0.692289
 0.358523	 3.726593	 0.530790
 0.295539	 2.821636	 0.813309
 0.338475	 4.458346	 0.677691
 0.366938	 2.861816	 0.125339
 0.358697	 2.305823	 0.605505
 0.403640	 3.453252	 0.207766
 0.160562	 3.832801	 1.035366
 0.385409	 3.401128	 0.274741
 0.339065	 2.240872	 0.356220
 0.458686	 3.230449	 0.584017
 0.206123	 3.360273	 0.811232
 0.253573	 2.839692	 0.891517
 0.323728	 5.622782	 0.172463
 0.343698	 3.914184	 0.360431
 0.376041	 4.135410	 0.734135
 0.369888	 3.129742	 0.327850
 0.223270	 4.426111	 0.457030
 0.222566	 4.073487	 0.111698
 0.215682	 2.320796	 0.909762
 0.235791	 3.654314	 0.360769
 0.214353	 3.871240	 0.409898
 0.322071	 2.230584	 0.491724
 0.163584	 3.051124	 0.470369
 0.164092	 2.498342	 1.167708
 0.403521	 3.793989	 0.683902
 0.314102	 2.945169	 0.435844
 0.361357	 5.608928	 0.200937
 0.162369	 3.471225	 0.299331
 0.315703	 3.158299	 0.286418
 0.329398	 2.468033	 0.471850
 0.262963	 3.127592	 0.221962
 0.275266	 3.304258	 0.634118
 0.361407	 3.598634	 0.213248
 0.265711	 2.326847	 0.172727
 0.179457	 3.889266	 0.115372
 0.172178	 2.072433	 0.261166
 0.321420	 2.289136	 0.130916
 0.283325	 4.183397	 0.196681
 0.263565	 2.738145	 0.288023
 0.263689	 3.284156	 0.200871
 0.263923	 6.152815	 0.262349
 0.407388	 1.986115	 0.813171
 0.269510	 3.936358	 0.897081
 0.191807	 2.115025	 0.526374
 0.342147	 3.279854	 0.213369
 0.317824	 2.782420	 0.706129
 0.223593	 2.418783	 0.923078
 0.254058	 3.915991	 0.790911
 0.395569	 2.323289	 0.454582
 0.237638	 3.766241	 0.539916
 0.409420	 0.468547	 -0.017330
 0.260466	 5.648464	 0.218005
 0.266004	 3.469929	 0.614246
 0.227747	 4.235360	 0.473695
 0.360536	 4.167810	 0.932923
 0.173542	 6.033419	 -0.170252
 0.314238	 2.560585	 1.142627
 0.452473	 2.094924	 0.586703
 0.336260	 4.048635	 0.848756
 0.452420	 0.816811	 -0.015382
 0.293768	 2.497996	 0.178168
 0.295576	 4.078352	 0.271624
 0.326894	 3.148322	 0.224344
 0.187158	 3.434971	 0.856882
 0.403746	 2.725973	 0.544955
 0.186422	 2.112125	 0.674766
 0.399141	 0.574871	 -0.146525
 0.392988	 2.904822	 0.725531
 0.439679	 2.450416	 0.021366
 0.163439	 2.423345	 -0.003001
 0.176567	 3.935208	 0.213639
 0.355351	 2.971234	 0.481164
 0.340019	 2.418534	 0.398270
 0.266661	 5.648288	 -0.118128
 0.266937	 3.387218	 1.109578
 0.198195	 2.176137	 0.454582
 0.379303	 3.956336	 0.758496
 0.251202	 2.454119	 0.708505
 0.248637	 4.295944	 0.196276
 0.231118	 1.557334	 0.004339
 0.233200	 2.259332	 0.125091
 0.232747	 4.025813	 0.221367
 0.341504	 3.334408	 0.576604
 0.340903	 2.415650	 0.674284
 0.424281	 3.392508	 0.167419
 0.333717	 3.080053	 0.123389
 0.420441	 4.332399	 0.278625
 0.315731	 3.292390	 0.256307
 0.394928	 4.210015	 0.683991
 0.379030	 3.140927	 0.363192
 0.230535	 3.745490	 0.531320
 0.289377	 3.331167	 0.092623
 0.291334	 2.330054	 1.115338
 0.337375	 2.205290	 0.058570
 0.347563	 2.593749	 0.358355
 0.381369	 3.856279	 1.112257
 0.258175	 2.328750	 0.033974
 0.319318	 4.051580	 0.075548
 0.196209	 3.636793	 0.499665
 0.188730	 4.244939	 0.462591
 0.270996	 3.434283	 0.807854
 0.326109	 0.534830	 -0.163532
 0.171452	 2.976683	 0.197335
 0.446609	 2.777387	 0.042295
 0.446244	 2.385487	 0.284342
 0.447698	 3.796626	 0.161216
 0.236926	 4.261711	 0.206580
 0.371728	 3.624606	 0.933046
 0.370415	 3.046817	 0.387792
 0.419298	 3.561832	 0.474321
 0.222319	 2.678509	 0.123171
 0.278309	 4.124575	 0.857307
 0.358639	 2.303293	 -0.011716
 0.374163	 4.386288	 0.388138
 0.373340	 3.640553	 0.336729
 0.372802	 4.195758	 0.359823
 0.363340	 4.051168	 0.011157
 0.364839	 0.521995	 -0.158721
 0.374898	 2.228376	 0.496436
 0.377691	 4.457464	 0.456388
 0.341082	 3.331095	 0.517501
 0.385801	 3.436747	 0.182480
 0.363706	 4.068268	 0.561650
 0.364811	 3.551958	 0.591520
 0.421901	 2.615461	 0.174362
 0.338751	 4.333528	 0.613193
 0.391968	 0.458570	 0.263970
 0.329344	 2.948168	 0.143257
 0.277974	 3.431835	 0.576684
 0.450577	 3.619462	 0.918487
 0.326861	 4.138793	 0.634728
 0.282013	 3.243245	 0.885984
 0.307484	 4.106481	 0.449963
 0.220694	 2.524552	 0.345959
 0.419392	 3.088998	 1.171254
 0.419884	 3.696454	 0.532809
 0.373553	 0.205258	 -0.187799
 0.426215	 3.645508	 0.562885
 0.212924	 2.979815	 0.788525
 0.440551	 2.585423	 0.331714
 0.333642	 3.580859	 0.044206
 0.179843	 3.215746	 0.406169
 0.163230	 2.922851	 1.035830
 0.347302	 3.524443	 0.108455
 0.466468	 4.180324	 0.099890
 0.400754	 3.412269	 0.603964
 0.248803	 4.222186	 0.443988
 0.270686	 0.227637	 0.266375
 0.435494	 3.015238	 0.167269
 0.300783	 4.282747	 0.296179
 0.234543	 3.360319	 0.326796
 0.385713	 4.111884	 -0.016071
 0.389988	 2.140508	 0.388640
 0.454705	 3.627214	 0.742844
 0.242161	 6.254787	 0.280516
 0.298782	 2.284793	 0.728746
 0.435344	 2.065432	 0.421337
 0.384883	 2.424273	 0.615790
 0.384249	 3.554115	 0.437740
 0.278685	 3.822085	 0.620311
 0.278840	 3.782808	 0.548164
 0.336005	 0.375909	 -0.008007
 0.384878	 3.475968	 0.717358
 0.389959	 3.015240	 -0.000881
 0.386736	 3.414037	 0.001401
 0.387663	 2.471754	 0.319016
 0.387899	 4.324619	 0.784096
 0.389514	 3.447071	 0.526443
 0.309945	 4.369738	 0.625297
 0.268056	 2.644586	 0.410368
 0.410204	 3.960500	 0.377636
 0.313771	 3.875283	 0.523158
 0.358965	 4.159656	 0.629013
 0.401764	 2.985965	 0.244513
 0.401656	 3.919666	 0.844610
 0.356543	 2.819226	 -0.008781
 0.362000	 3.846593	 0.350086
 0.360950	 3.203903	 0.959979
 0.356675	 4.063846	 0.076198
 0.360208	 3.582291	 0.532270
 0.284347	 3.349770	 0.320344
 0.345963	 3.338151	 0.376721
 0.251018	 3.639237	 0.228029
 0.432725	 5.446405	 0.009837
 0.251851	 2.737303	 0.075893
 0.469135	 3.222383	 0.067104
 0.340242	 2.294016	 0.417117
 0.373116	 3.639449	 0.753100
 0.346904	 6.083367	 -0.016852
 0.348895	 2.731415	 0.106499
 0.311016	 4.237112	 0.104299
 0.347550	 2.866916	 0.628621
 0.394309	 4.428202	 0.450749
 0.377729	 2.636787	 1.184355
 0.365457	 2.636906	 0.150793
 0.314316	 3.207421	 1.171843
 0.336787	 0.121620	 -0.186886
 0.335124	 2.891088	 0.926639
 0.326589	 2.949592	 0.701693
 0.318993	 2.144206	 0.467577
 0.407402	 3.598895	 0.892454
 0.166822	 4.404367	 0.436357
 0.322712	 2.525004	 1.100668
 0.321052	 2.407387	 1.030019
 0.309879	 2.704627	 -0.017114
 0.308274	 4.145665	 0.753053
 0.166200	 4.347147	 0.698473
 0.269725	 2.250046	 0.304737
 0.161167	 3.885404	 0.573173
 0.364681	 3.129189	 0.618057
 0.379241	 6.015268	 -0.155271
 0.317361	 2.021135	 0.855258
 0.285427	 4.335674	 0.377145
 0.231877	 3.261572	 0.165198
 0.281583	 2.877833	 0.792178
 0.229816	 2.434803	 0.852954
 0.292038	 4.340518	 0.572343
 0.365808	 3.504563	 -0.041929
 0.220048	 3.659429	 0.372428
 0.343227	 2.351470	 0.309738
 0.243101	 2.069067	 0.595730
 0.261502	 2.830646	 0.806059
 0.295287	 3.220251	 1.061615
 0.419496	 3.009526	 -0.026796
 0.381843	 4.113081	 0.391416
 0.388236	 4.417556	 0.555774
 0.230206	 3.709631	 0.567018
 0.290972	 2.440066	 -0.011279
 0.291636	 4.089235	 0.846323
 0.469235	 2.368148	 0.349908
 0.178715	 3.916931	 0.904428
 0.294374	 4.101958	 0.510170
 0.285880	 3.125956	 -0.025580
 0.295446	 3.337476	 0.198841
 0.330950	 2.628513	 0.781995
 0.234564	 4.148853	 0.637733
 0.364893	 3.520846	 0.018829
 0.365055	 3.248785	 0.283809
 0.416320	 0.271750	 -0.180776
 0.340114	 3.070175	 0.501485
 0.376293	 4.088365	 0.195283
 0.272047	 3.717890	 0.155142
 0.357873	 4.313658	 0.482343
 0.337422	 2.506695	 0.947344
 0.267191	 2.658722	 0.367301
 0.332112	 2.892579	 0.166668
 0.419948	 2.222456	 -0.008422
 0.223422	 4.390780	 0.765772
 0.318082	 3.946512	 -0.020072
 0.232374	 0.548619	 -0.153137
 0.242708	 2.742447	 0.516382
 0.401209	 2.164915	 0.109964
 0.330690	 3.169202	 0.973349
 0.426629	 3.502665	 0.751158
 0.425155	 2.789605	 0.400256
 0.425632	 3.113806	 0.808736
 0.319054	 2.868547	 0.387903
 0.211694	 3.411852	 1.108101
 0.348277	 4.349189	 0.724302
 0.179661	 3.067032	 0.645304
 0.432086	 2.643130	 0.064724
 0.332771	 3.732247	 0.822591
 0.277997	 4.201449	 0.095459
 0.348597	 2.708407	 0.159582
 0.399527	 3.066164	 0.880458
 0.375359	 4.036461	 0.600713
 0.302643	 2.512771	 0.730276
 0.316452	 2.336909	 1.012397
 0.249254	 0.959272	 -0.007752
 0.325520	 2.824321	 0.554912
 0.348539	 2.334490	 0.622553
 0.381805	 2.335445	 0.784903
 0.309911	 2.355785	 0.963788
 0.358288	 3.302167	 0.886151
 0.366226	 2.749650	 1.003429
 0.329566	 3.237688	 0.335083
 0.386171	 2.427918	 0.553790
 0.405355	 4.312317	 0.533416
 0.436995	 4.251401	 0.598430
 0.318543	 2.077716	 0.426691
 0.454457	 3.932939	 0.743361
 0.389446	 3.889160	 0.726103
 0.408250	 3.239583	 0.962344
 0.342353	 4.329401	 0.756204
 0.179028	 3.528709	 0.449636
 0.299562	 2.922732	 0.987752
 0.347052	 3.643693	 0.479995
 0.254610	 3.275351	 0.140529
 0.357230	 3.597726	 0.369980
 0.340171	 3.352544	 0.688511
 0.339392	 3.495291	 0.707737
 0.198842	 0.536704	 0.230369
 0.223102	 2.881307	 1.070997
 0.344017	 2.814261	 0.064736
 0.278346	 3.939678	 0.571373
 0.315874	 2.478637	 0.763719
 0.224753	 3.864698	 0.113559
 0.386327	 4.081722	 -0.027057
 0.384695	 4.330897	 0.731788
 0.255197	 2.278969	 0.509276
 0.315717	 2.880553	 0.065005
 0.251975	 3.800041	 1.030658
 0.305095	 3.132323	 0.223368
 0.440212	 2.359270	 0.773824
 0.304938	 3.964598	 0.220153
 0.447908	 2.621579	 0.719619
 0.217906	 3.029549	 0.576986
 0.215183	 2.500528	 0.437897
 0.260242	 2.736925	 0.599643
 0.455820	 3.269541	 1.014913
 0.229413	 3.680072	 0.323070
 0.245060	 3.406584	 0.018769
 0.229633	 2.191370	 0.145510
 0.221442	 4.246032	 0.582504
 0.218577	 4.251973	 0.418524
 0.165835	 3.255678	 -0.003039
 0.292689	 5.960805	 -0.157072
 0.293890	 2.196915	 0.036289
 0.160078	 2.324409	 0.563036
 0.200930	 3.347703	 0.524774
 0.200558	 3.131167	 0.686620
 0.267891	 3.840630	 0.301719
 0.267334	 5.696141	 -0.115778
 0.287837	 2.351900	 1.013552
 0.252732	 2.995735	 1.011724
 0.267240	 3.685953	 0.367830
 0.317389	 6.215695	 -0.000653
 0.222152	 3.863877	 0.957114
 0.412406	 2.745938	 0.672004
 0.241366	 2.783708	 0.327431
 0.342648	 2.082943	 0.729949
 0.343498	 0.149896	 -0.000475
 0.356203	 3.506938	 0.926240
 0.296098	 4.159974	 0.609859
 0.299125	 4.134123	 0.247940
 0.351311	 4.231046	 0.459455
 0.387214	 4.299398	 0.346525
 0.390487	 2.657672	 1.207696
 0.189715	 2.411270	 0.717717
 0.284429	 3.039216	 -0.034191
 0.465973	 5.832301	 -0.149674
 0.426558	 2.802960	 0.682914
 0.310674	 3.544369	 1.008605
 0.290142	 3.631571	 0.128859
 0.233742	 4.419147	 0.599181
 0.389953	 3.664998	 0.947729
 0.366243	 2.180514	 0.466541
 0.368306	 3.742032	 0.109382
 0.374513	 4.088330	 0.560083
 0.380074	 3.554832	 0.543626
 0.447674	 3.481951	 0.884708
 0.374485	 2.818208	 0.796581
 0.409560	 2.304081	 0.345958
 0.447339	 4.266792	 0.151157
 0.408389	 2.152387	 0.618789
 0.405964	 3.378993	 0.242501
 0.305353	 2.335425	 0.387678
 0.310162	 4.250051	 0.563295
 0.407356	 3.235904	 0.139213
 0.229071	 2.408678	 0.399940
 0.343137	 2.679780	 0.875751
 0.329931	 3.109477	 0.696752
 0.339294	 3.267262	 1.076207
 0.340124	 3.176014	 0.917669
 0.286807	 6.145799	 0.276050
 0.339251	 3.008594	 0.608379
 0.340431	 4.060648	 0.594704
 0.336838	 3.350264	 1.115651
 0.301901	 4.211070	 0.138068
 0.255429	 3.041062	 1.190118
 0.207519	 3.499986	 0.983092
 0.252890	 3.198078	 0.242738
 0.314796	 3.222033	 0.178367
 0.357430	 3.358811	 0.470954
 0.436958	 4.314326	 0.481324
 0.207741	 3.199991	 0.897931
 0.438755	 2.714005	 0.300144
 0.233152	 2.950166	 0.715408
 0.240516	 3.838813	 0.466496
 0.410769	 4.378087	 0.490903
 0.164933	 3.473095	 0.184484
 0.266864	 2.701285	 0.203697
 0.254294	 3.011798	 -0.063039
 0.268880	 2.741303	 1.154840
 0.268586	 3.844625	 0.307657
 0.243759	 2.184156	 0.498611
 0.272429	 2.419691	 1.073696
 0.403714	 3.312068	 0.304602
 0.206452	 3.683942	 0.613418
 0.195276	 2.727290	 0.251035
 0.384602	 3.176718	 0.332396
 0.396751	 3.888474	 0.227031
 0.432713	 3.726541	 0.528182
 0.394386	 4.037486	 0.814133
 0.452939	 3.596845	 0.971565
 0.449446	 3.112269	 1.031003
 0.450574	 4.053429	 0.159765
 0.175129	 4.491308	 1.055728
 0.445765	 4.484397	 0.398617
 0.420706	 3.777815	 0.981124
 0.257068	 4.172511	 0.440554
 0.200033	 3.995259	 0.689402
 0.349620	 3.810163	 0.191166
 0.349969	 2.084653	 0.563847
 0.304937	 3.658774	 0.327012
 0.233885	 3.075715	 0.823343
 0.307515	 2.376401	 0.025533
 0.445359	 4.026302	 0.925718
 0.280921	 2.859709	 0.865935
 0.299121	 2.377772	 0.295201
 0.172470	 2.603902	 0.344734
 0.324732	 3.279847	 1.110511
 0.337221	 2.063529	 0.741298
 0.216947	 2.042583	 0.772049
 0.166200	 2.334757	 0.935624
 0.321911	 3.991076	 0.050717
 0.324194	 6.254585	 -0.175644
 0.280989	 2.854037	 0.102417
 0.163501	 2.717799	 0.354135
 0.206561	 3.929792	 0.477073
 0.369437	 5.502359	 -0.000851
 0.454665	 3.298774	 1.174286
 0.431572	 2.598860	 0.631925
 0.369922	 2.207313	 0.152991
 0.247645	 3.322574	 -0.056338
 0.298966	 3.173201	 0.491783
 0.340611	 3.608940	 0.602806
 0.216175	 3.595865	 0.225936
 0.217934	 3.975695	 0.536983
 0.404065	 4.021361	 0.811160
 0.313030	 5.459966	 -0.093109
 0.341225	 1.532903	 0.008617
 0.398278	 2.057971	 0.514436
 0.246968	 5.865336	 0.218577
 0.245256	 3.798386	 0.911531
 0.433631	 6.114480	 0.013066
 0.379163	 3.109749	 0.099099
 0.190933	 2.571559	 0.126787
 0.441425	 2.171697	 0.368852
 0.292561	 3.046711	 0.441862
 0.283544	 2.915784	 0.725643
 0.287954	 2.844109	 0.735034
 0.279004	 3.281758	 0.501309
 0.367314	 3.335290	 0.140964
 0.362809	 3.669599	 0.183725
 0.312814	 2.562438	 0.155985
 0.385794	 4.375142	 0.725023
 0.177443	 3.008831	 0.829523
 0.373799	 2.681351	 0.443821
 0.409249	 3.760470	 0.648927
 0.410951	 3.714048	 0.300535
 0.311133	 4.168291	 0.257730
 0.314304	 3.359395	 0.090392
 0.348158	 2.063375	 0.849805
 0.374845	 2.877219	 0.365920
 0.369187	 3.476021	 0.114330
 0.178551	 3.945997	 0.429488
 0.275124	 3.842391	 0.875054
 0.203805	 2.767329	 1.038884
 0.436478	 3.856674	 0.697085
 0.437642	 0.501566	 0.250411
 0.310949	 3.874324	 0.099664
 0.200553	 2.585243	 0.964136
 0.323430	 3.131446	 -0.021315
 0.269713	 3.918469	 0.617801
 0.267097	 3.198800	 0.640168
 0.446718	 2.322307	 0.068110
 0.412511	 4.114470	 0.506301
 0.413582	 3.216376	 0.741732
 0.364615	 3.271985	 0.570449
 0.342921	 2.624554	 0.100065
 0.344190	 4.033944	 0.491032
 0.190422	 3.151300	 0.711025
 0.327565	 3.797585	 0.919561
 0.202776	 3.265108	 -0.043065
 0.280015	 3.517209	 0.528671
 0.171345	 2.955060	 1.033628
 0.416994	 4.311710	 0.497660
 0.218998	 1.588465	 0.000648
 0.217325	 3.372694	 0.404900
 0.379842	 2.078451	 0.892399
 0.413101	 3.839957	 0.642792
 0.197856	 2.997877	 1.134623
 0.411462	 3.081813	 0.102765
 0.305620	 3.069847	 0.666826
 0.250508	 3.427875	 0.814647
 0.357381	 2.638878	 1.201652
 0.285644	 2.890108	 0.755414
 0.431281	 4.256025	 0.135825
 0.428998	 2.702044	 0.493575
 0.211633	 6.178538	 -0.021956
 0.316623	 2.085907	 0.816095
 0.357149	 2.629888	 0.982793
 0.221997	 3.408388	 0.749342
 0.221991	 4.228333	 0.091063
 0.365821	 2.181411	 0.733330
 0.322993	 2.324263	 0.158381
 0.280903	 3.650551	 0.365026
 0.320633	 3.953088	 0.027419
 0.244233	 4.381735	 0.413245
